"Family.Porphyromonadaceae.0001","Family.Porphyromonadaceae.0002","Family.Porphyromonadaceae.0003","Bacteroides.0001","Alistipes.0001","Family.Porphyromonadaceae.0004","Barnesiella.0001","Family.Porphyromonadaceae.0005","Lactobacillus.0001","Family.Lachnospiraceae.0001","Family.Porphyromonadaceae.0006","Family.Lachnospiraceae.0002","Kingdom.Bacteria.0001","Family.Porphyromonadaceae.0007","Family.Lachnospiraceae.0003","Family.Lachnospiraceae.0004","Oscillibacter.0001","Family.Lachnospiraceae.0005","Family.Porphyromonadaceae.0008","Family.Lachnospiraceae.0006","Lactobacillus.0002","Clostridium_XlVa.0001","Family.Porphyromonadaceae.0009","Family.Lachnospiraceae.0007","Family.Lachnospiraceae.0008","Family.Lachnospiraceae.0009","Lactobacillus.0003","Oscillibacter.0002","Family.Ruminococcaceae.0001","Family.Lachnospiraceae.0010","Family.Lachnospiraceae.0011","Family.Lachnospiraceae.0012","Family.Ruminococcaceae.0002","Family.Lachnospiraceae.0013","Family.Lachnospiraceae.0014","Family.Lachnospiraceae.0015","Family.Ruminococcaceae.0003","Family.Lachnospiraceae.0016","Family.Lachnospiraceae.0017","Anaeroplasma.0001","Family.Lachnospiraceae.0018","Family.Lachnospiraceae.0019","Kingdom.Bacteria.0002","Family.Lachnospiraceae.0020","Kingdom.Bacteria.0003","Family.Ruminococcaceae.0004","Eubacterium.0001","Family.Lachnospiraceae.0021","Family.Lachnospiraceae.0022","Family.Lachnospiraceae.0023","Family.Lachnospiraceae.0024","Family.Lachnospiraceae.0025","Clostridium_IV.0001","Family.Lachnospiraceae.0026","Family.Lachnospiraceae.0027","Turicibacter.0001","Family.Lachnospiraceae.0028","Family.Lachnospiraceae.0029","Family.Ruminococcaceae.0005","Kingdom.Bacteria.0004","Family.Lachnospiraceae.0030","Family.Lachnospiraceae.0031","Family.Porphyromonadaceae.0010","Johnsonella.0001","Family.Lachnospiraceae.0032","Clostridium_sensu_stricto.0001","Family.Lachnospiraceae.0033","Family.Ruminococcaceae.0006","Family.Ruminococcaceae.0007","TM7_genus_incertae_sedis.0001","Family.Lachnospiraceae.0034","Clostridium_XlVa.0002","Family.Lachnospiraceae.0035","Family.Lachnospiraceae.0036","Family.Lachnospiraceae.0037","Roseburia.0001","Family.Porphyromonadaceae.0011","Family.Lachnospiraceae.0038","Family.Lachnospiraceae.0039","Family.Lachnospiraceae.0040","Family.Lachnospiraceae.0041","Family.Lachnospiraceae.0042","Family.Lachnospiraceae.0043","Family.Lachnospiraceae.0044","Clostridium_XlVb.0001","Order.Clostridiales.0001","Order.Clostridiales.0002","Family.Ruminococcaceae.0008","Family.Lachnospiraceae.0045","Family.Lachnospiraceae.0046","Order.Clostridiales.0003","Family.Lachnospiraceae.0047","Kingdom.Bacteria.0005","Clostridium_XlVb.0002","Class.Clostridia.0001","Pseudomonas.0001","Family.Lachnospiraceae.0048","Family.Ruminococcaceae.0009","Family.Lachnospiraceae.0049","Family.Lachnospiraceae.0050","Family.Lachnospiraceae.0051","Bifidobacterium.0001","Family.Lachnospiraceae.0052","Order.Clostridiales.0004","Butyricicoccus.0001","Family.Lachnospiraceae.0053","Family.Lachnospiraceae.0054","Family.Ruminococcaceae.0010","Family.Ruminococcaceae.0011","Family.Lachnospiraceae.0055","Family.Lachnospiraceae.0056","Order.Clostridiales.0005","Family.Lachnospiraceae.0057","Family.Lachnospiraceae.0058","Family.Lachnospiraceae.0059","Enterorhabdus.0001","Family.Lachnospiraceae.0060","Family.Lachnospiraceae.0061","Family.Lachnospiraceae.0062","Escherichia_Shigella.0001","Streptococcus.0001","Family.Lachnospiraceae.0063","Family.Lachnospiraceae.0064","Family.Ruminococcaceae.0012","Family.Lachnospiraceae.0065","Family.Lachnospiraceae.0066","Oscillibacter.0003","Family.Ruminococcaceae.0013","Family.Ruminococcaceae.0014","Roseburia.0002","Phylum.Firmicutes.0001","Akkermansia.0001","Order.Clostridiales.0006","Family.Lachnospiraceae.0067","Family.Ruminococcaceae.0015","Order.Clostridiales.0007","Family.Ruminococcaceae.0016","Phylum.Firmicutes.0002","Family.Lachnospiraceae.0068","Dorea.0001","Family.Lachnospiraceae.0069","Family.Lachnospiraceae.0070","Clostridium_IV.0002","Oscillibacter.0004","Family.Porphyromonadaceae.0012","Family.Lachnospiraceae.0071","Family.Ruminococcaceae.0017","Family.Lachnospiraceae.0072","Family.Lachnospiraceae.0073","Family.Lachnospiraceae.0074","Order.Clostridiales.0008","Family.Coriobacteriaceae.0001","Family.Lachnospiraceae.0075","Family.Ruminococcaceae.0018","Order.Clostridiales.0009","Oscillibacter.0005","Family.Lachnospiraceae.0076","Order.Clostridiales.0010","Family.Ruminococcaceae.0019","Family.Lachnospiraceae.0077","Family.Ruminococcaceae.0020","Order.Clostridiales.0011","Family.Ruminococcaceae.0021","Order.Clostridiales.0012","Family.Lachnospiraceae.0078","Family.Lachnospiraceae.0079","Kingdom.Bacteria.0006","Clostridium_XlVb.0003","Family.Lachnospiraceae.0080","Family.Ruminococcaceae.0022","Family.Erysipelotrichaceae.0001","Family.Lachnospiraceae.0081","TM7_genus_incertae_sedis.0002","Anaerotruncus.0001","Streptococcus.0002","Pseudoflavonifractor.0001","Family.Lachnospiraceae.0082","Family.Lachnospiraceae.0083","Family.Lachnospiraceae.0084","Family.Lachnospiraceae.0085","Order.Clostridiales.0013","Class.Clostridia.0002","Family.Lachnospiraceae.0086","Order.Clostridiales.0014","Family.Lachnospiraceae.0087","Order.Clostridiales.0015","Family.Lachnospiraceae.0088","Family.Lachnospiraceae.0089","Family.Porphyromonadaceae.0013","Family.Lachnospiraceae.0090","Order.Clostridiales.0016","Kingdom.Bacteria.0007","Order.Clostridiales.0017","Family.Lachnospiraceae.0091","Phylum.Firmicutes.0003","Family.Ruminococcaceae.0023","Family.Ruminococcaceae.0024","Family.Lachnospiraceae.0092","Clostridium_XlVb.0004","Class.Clostridia.0003","Order.Clostridiales.0018","Family.Lachnospiraceae.0093","Order.Clostridiales.0019","Family.Lachnospiraceae.0094","Family.Lachnospiraceae.0095","TM7_genus_incertae_sedis.0003","Family.Coriobacteriaceae.0002","Lachnospiracea_incertae_sedis.0001","Phylum.Firmicutes.0004","Order.Clostridiales.0020","Family.Lachnospiraceae.0096","Escherichia_Shigella.0002","Family.Ruminococcaceae.0025","Family.Lachnospiraceae.0097","Phylum.Bacteroidetes.0001","Order.Clostridiales.0021","Family.Coriobacteriaceae.0003","Family.Porphyromonadaceae.0014","Family.Lachnospiraceae.0098","Family.Lachnospiraceae.0099","Anaeroplasma.0002","Phylum.Firmicutes.0005","Family.Porphyromonadaceae.0015","Family.Lachnospiraceae.0100","Family.Lachnospiraceae.0101","Family.Lachnospiraceae.0102","Order.Bacteroidales.0001","Family.Porphyromonadaceae.0016","Family.Lachnospiraceae.0103","Atopostipes.0001","Pseudomonas.0002","Family.Pseudomonadaceae.0001","Family.Lachnospiraceae.0104","Order.Bacillales.0001","Phylum.Bacteroidetes.0002","Family.Porphyromonadaceae.0017","Family.Porphyromonadaceae.0018","Family.Porphyromonadaceae.0019","Family.Porphyromonadaceae.0020","Family.Porphyromonadaceae.0021","Family.Porphyromonadaceae.0022","Family.Porphyromonadaceae.0023","Family.Porphyromonadaceae.0024","Family.Porphyromonadaceae.0025","Family.Porphyromonadaceae.0026","Family.Porphyromonadaceae.0027","Family.Porphyromonadaceae.0028","Family.Porphyromonadaceae.0029","Family.Porphyromonadaceae.0030","TM7_genus_incertae_sedis.0004","Phylum.Firmicutes.0006","Family.Lachnospiraceae.0105","Phylum.Firmicutes.0007","Phylum.Firmicutes.0008","Clostridium_XlVa.0003","Family.Lachnospiraceae.0106","Family.Lachnospiraceae.0107","Aeromonas.0001","Family.Coriobacteriaceae.0004","Order.Clostridiales.0022","TM7_genus_incertae_sedis.0005","Order.Clostridiales.0023","TM7_genus_incertae_sedis.0006","Family.Lachnospiraceae.0108","Order.Clostridiales.0024","Stenotrophomonas.0001","TM7_genus_incertae_sedis.0007","Kingdom.Bacteria.0008","Family.Lachnospiraceae.0109","Family.Lachnospiraceae.0110","Lishizhenia.0001","Phylum.Bacteroidetes.0003","Family.Porphyromonadaceae.0031","Phylum.Bacteroidetes.0004","Staphylococcus.0001","Weissella.0001","Family.Lachnospiraceae.0111","Oscillibacter.0006","Family.Lachnospiraceae.0112","Family.Ruminococcaceae.0026","Order.Clostridiales.0025","Family.Lachnospiraceae.0113","Family.Lachnospiraceae.0114","Family.Ruminococcaceae.0027","Family.Ruminococcaceae.0028","Family.Lachnospiraceae.0115","Order.Clostridiales.0026","Family.Lachnospiraceae.0116","Family.Ruminococcaceae.0029","Family.Lachnospiraceae.0117","Family.Lachnospiraceae.0118","Family.Lachnospiraceae.0119","Family.Lachnospiraceae.0120","Family.Lachnospiraceae.0121","Family.Lachnospiraceae.0122","Family.Lachnospiraceae.0123","Family.Lachnospiraceae.0124","Family.Lachnospiraceae.0125","Order.Clostridiales.0027","Family.Lachnospiraceae.0126","Family.Clostridiaceae_1.0001","Family.Lachnospiraceae.0127","Family.Lachnospiraceae.0128","Family.Lachnospiraceae.0129","Anaerofustis.0001","Family.Lachnospiraceae.0130","Family.Porphyromonadaceae.0032","Family.Porphyromonadaceae.0033","Family.Porphyromonadaceae.0034","Family.Porphyromonadaceae.0035","Family.Lachnospiraceae.0131","Family.Porphyromonadaceae.0036","Family.Porphyromonadaceae.0037","Family.Porphyromonadaceae.0038","Order.Bacteroidales.0002","Family.Porphyromonadaceae.0039","Family.Porphyromonadaceae.0040","Family.Porphyromonadaceae.0041","Family.Porphyromonadaceae.0042","Family.Ruminococcaceae.0030","Order.Bacteroidales.0003","Order.Clostridiales.0028","Family.Lachnospiraceae.0132","Order.Clostridiales.0029","Family.Ruminococcaceae.0031","Family.Lachnospiraceae.0133","Family.Lachnospiraceae.0134","Family.Lachnospiraceae.0135","Family.Lachnospiraceae.0136","Clostridium_IV.0003","Family.Lachnospiraceae.0137","Order.Clostridiales.0030","Class.Clostridia.0004","Family.Lachnospiraceae.0138"
"Family.Lachnospiraceae.0039",0,-0.773199011646,0,0,0,0,0,0,0,0,-0.788321076629,0,0,0,0,0,0,0,0,0,0,0.794786109866,0,0,0,0,0,0,0.773070910464,0,0.734862792579,0,0,0,0.894430774718,0,0,0,0,0,0,0,0,0,0,0,-0.705936782401,0.781963882292,0,0,0,0,0,0,0.908389161131,0,0,0,0,0,0.7750212779,0,0,0,0.700568955113,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.867203871187,0,0.864853471252,0,0,0,0,0,0,0,0.847550576424,0,0.80820019141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.705403302647,0,0,0,0,0,0,0,0,0,0.702845613905,0,-0.681009164661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.815256602712,0,0,0,0,0,0.78639979996,0,0,0,0,0,0,0.768778203166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Family.Lachnospiraceae.0040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.739843747404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.684525795121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Family.Lachnospiraceae.0041",-0.7474332431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.741194249647,0,0,0,0,0,0.834630435423,0,0,0,0.688773610198,0.756494671491,0,0,0.766392705915,0,0.895629857814,0,0,0,0,0,0,0.740255103518,0,0,0,0,0.755805047114,0,0.826902351672,0,0.936199022388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.768727486266,0.708950237734,0,0,0,0,0,0,0,0,0,0,1,0,0,0.694134904609,0,0,0,0,0,0.721530118155,0,0.70872971321,0,0,0,0,0,0,0,0,0,0,0,0.88772886905,0,0,0,0,0,0,0,0,0.766361612029,0,0.85123331821,0,0,0,0,0,0,0,0,0,0,0.803408848524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.719404863508,0,0.701219293999,0.789732980846,0,0,0.736921894795,0,0.844472963786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Family.Lachnospiraceae.0042",0,0,0,0.924204767281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.69094974434,0,0,0,0,-0.750188933092,0,0,0,0,0,0,0,0,-0.756091825857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.721189367881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.723996260654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729874112586,0,0,0,0,-0.752617920378,0,0,0,0,0,0,0,0,0,0,0,0,0.696414882133,0,0,0,0,0,0,0,0,0,0,0,-0.712586367634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.766335749622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Family.Lachnospiraceae.0043",0,0,-0.820994685645,0,0,-0.727942919976,-0.767251168928,-0.734314305273,0,0.808168430533,0,0.739698968177,0,0,0,0,0,0.74372331853,0,0,0,0,0,0.732060758116,0,0,0,0,0,0,0,0.78212268543,0,0.67955079545,0,0,0.746419902905,0,0,0,0,0,0,0,-0.876536889513,0.826583620431,0,0,0,0.7812638957,0,0,0,0,0,0,0.694609047851,0.708398189732,0,-0.922411935852,0,0,0,0.795625397762,0,0,0.680100260746,0.787847150611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.748631018018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.787865376324,0,0,0,0,0,0,0,0,0.681585560888,0.681154999035,0.680614192166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.731786074044,0,0,0,0,-0.811855864864,0,0,0,0,0,0,0,0.732514908858,0,0,0,0,0,0.71268504249,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.69088863417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.698344867462,0,0,0,0,0,0,0,0,0.785367559887,0.698344867462,0,0,0,0.774631021417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.698344867462,0,0,0,0,0.698344867462,0,0,0,0,0,0,0,0,0,0,0,0.698344867462,0,0,0.698344867462,0.698344867462,0,0,0,0,0,0,0,0,0,0,0,0,0.698344867462,0,0.698344867462,0,0,0,0,0,0,0,0,0,0,0.698344867462,0,0.698344867462,0,0,0,0,0.698344867462,0,0.698344867462,0.698344867462,0,0,0,0,0.698344867462,0,0,0,0,0,0,0,0,0,0.698344867462,0,0.698344867462,0,0.698344867462,0,0,0,0,0,0,0,0,0,0,0,0.698344867462,0,0,0,0,0,0.698344867462,0.698344867462,0,0,0,0,0,0,0
"Family.Lachnospiraceae.0044",0,0,-0.836543615043,0,0,0,0,0,0,0.816597753736,0,0.906804610333,0,0,0,0,0,0.791745296133,0,0,0,0,0,0.84977254459,0,0,0,0,0,0,0,0,0,0.720150927672,0,0,0,0,0,0,0,0,0.80661996978,0,0,0.746103328752,0,0,0,0.803640935219,0,0,0,0,0,0,0.689992791091,0,0,0,0,0,0,0,0,0,0.725093895213,0.92997415614,0,0,0,0,0,0,0,0,0,0,0,0,0.694134904609,0,0.748631018018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.871879190775,0,0,0,0,0,0,0,0,0.900388236658,0,0.792530288646,0,0,0,0,0,0.754590568859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.779266478109,0,0,0,0.780874717685,0,0,0.682277657205,0,0,0,0.680955416456,0,0,0,0,0,0,0,0.79646190961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.861533364764,0,0,0,0,0,0,0,0.73026680606,0.953971856153,0,0.836881946172,0,0,0,0,0,0,0.845952549588,0.953971856153,0,0,0,0.934576360739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.953971856153,0,0,0,0,0.953971856153,0,0,0,0,0,0,0,0,0,0,0,0.953971856153,0,0,0.953971856153,0.953971856153,0,0,0,0,0,0,0,0,0,0,0,0,0.953971856153,0,0.953971856153,0,0,0,0,0,0,0,0,0,0,0.953971856153,0,0.953971856153,0,0,0,0,0.953971856153,0,0.953971856153,0.953971856153,0,0,0,0,0.953971856153,0,0,0,0,0,0,0,0,0,0.953971856153,0,0.953971856153,0,0.953971856153,0,0,0,0,0,0,0,0,0,0,0,0.953971856153,0,0,0,0,0,0.953971856153,0.953971856153,0,0,0,0,0,0,0
"Clostridium_XlVb.0001",0,0,0,0,0,0,0,-0.853012782481,0,0,0,0,0,0.794205439554,0.772287921593,0,0,0,0,0,0,0.733949835337,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.79142569465,0,0.700903558215,0,0.891503140868,0,0,0.815752555855,0,0,0,0,0,0,0,0,0.865511706718,0.703583292328,0,0,0,0.834691151215,0,0,0,0,0,0,0,0,0.713657207364,0.737932041326,0,0,0,0,0,0,0,0,0.886067320849,0.763823073735,0.880496175074,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.730502910448,0,0,0,0,0,0,0,0,0,0,0,0,0.751248335972,0,0,0.722493698687,0.879239481536,0,0,0,0,0,0,0.728347253868,0,0,0,0,0,0.740499457032,0,0,0.945786208289,0,0,0,0,0,0,0,0.730932846982,0.705212250751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.885113227122,0.885113227122,0,0,0.904420857206,0,0,0,0.717477413765,0,0,0.879553979178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.715536215921,0,0.856128172443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.719935623205,0,0.719935623205,0,0,0,0,0,0,0,0,0.719935623205,0,0,0,0,0,0,0,0,0,0,0.719935623205,0,0,0,0,0.719935623205,0.719935623205,0.719935623205,0.719935623205,0.719935623205,0,0,0,0,0,0,0,0.719935623205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.719935623205,0,0,0,0,0.719935623205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.719935623205,0,0.719935623205,0,0
"Order.Clostridiales.0001",-0.716418216208,-0.802221764841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.681709682227,0,0,0,0,0,0,0.697911421203,0,0.695756223694,0,0,0,0.751715978371,0,0,0,0,0,0,0,0,0,0,0,0,0.806192744519,0,0,0,0,0,0,0.777234027186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.867203871187,0,0,0,0,0,0,1,0,0.784619251431,0,0,0,0.817799619684,0,0,0,0,0,0.856240803628,0,0,0,0,0,0,0.733911956447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.677511214022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.835575316933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.740045922381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Order.Clostridiales.0002",0,0,0,0,0,0,0,0,0,0,0,0,0,0.708728297183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71260708803,0,0,0.763125516988,0,0,0,0,0,0,0,0,0,0,0.727978861745,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.844011179259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758079934446,0,0,0,0,0,0,0,0,0,0,0,0,0.765303698745,0.724162433586,0,0,0,0,0,0,0,0.830442361363,0,0,0.72357780524,0,0,0,0,0,0,0.684496591675,0,0,0,0,0.733887672943,0,0.865766641707,0,0,0,0,0,0,0,0,0,0,0,0,0.771173686901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.880571382129,0,0,0,0,0,0,0,0.763461713361,0,0.763461713361,0,0,0,0,0,0,0,0,0.763461713361,0,0,0,0,0,0,0,0,0,0,0.763461713361,0,0,0,0,0.763461713361,0.763461713361,0.763461713361,0.763461713361,0.763461713361,0,0,0,0,0,0,0,0.763461713361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.763461713361,0,0,0,0,0.763461713361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.763461713361,0,0.763461713361,0,0
"Family.Ruminococcaceae.0008",-0.775435834419,-0.813459687966,0,0,0,0,0,-0.682834769693,0,0,-0.757270473004,0,0,0,0,0,0,0,0,0,0,0.85507638027,0,0,0,0,0,0,0,0.743789793967,0.747469724894,0,0.714954798855,0,0.767330597694,0,0,0,0,0,0,0,0,0,0,0,0,0.770642128674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.702718536533,0,0,0,0,0,0,0,0,0,0,0.740884748753,0.864853471252,0,0,0,0,0,0,0.784619251431,0,1,-0.709594258989,0,0,0,0,0,0,0.900668264723,0,0.866909657951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82605729485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.692047281414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.759589915593,0.876559158347,0,0,0.838261712691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.679687475399,0,0,0,0,0,0.759155111661,0,0,0,0,0,0,0.70690535412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.686884445093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.759155111661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
